brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
audi,A1,2020,19444,Manual,4000,Petrol,145,49.6,1
audi,Q2,2020,25990,Manual,1500,Petrol,145,43.5,1.5
audi,A4,2020,25990,Semi-Auto,1500,Petrol,145,42.8,2
audi,A3,2020,23995,Manual,1560,Diesel,145,55.4,2
audi,A6,2020,37999,Automatic,2234,Petrol,145,34,2
audi,A1,2020,22990,Semi-Auto,1192,Petrol,145,44.8,1.5
audi,Q5,2020,53990,Semi-Auto,5480,Diesel,145,34.5,3
audi,A4,2020,31498,Manual,183,Petrol,145,39.2,2
audi,A6,2020,52500,Semi-Auto,2000,Diesel,145,50.4,2
audi,A4,2020,34990,Semi-Auto,50,Diesel,145,50.4,2
audi,Q2,2020,26990,Semi-Auto,5000,Petrol,145,42.2,1.5
audi,Q2,2020,27490,Semi-Auto,4554,Petrol,150,42.2,1.5
audi,Q2,2020,28990,Semi-Auto,5445,Petrol,150,42.2,1.5
audi,Q2,2020,28990,Semi-Auto,5665,Petrol,150,42.2,1.5
audi,Q2,2020,27495,Semi-Auto,2000,Petrol,150,43.5,1.5
audi,A3,2020,21995,Manual,5000,Diesel,145,56.5,2
audi,A4,2020,43995,Semi-Auto,4000,Diesel,145,40.9,3
audi,Q3,2020,36995,Semi-Auto,2000,Diesel,150,45.6,2
audi,Q3,2020,25995,Manual,7000,Petrol,150,40.9,1.5
audi,Q3,2020,32995,Semi-Auto,3000,Diesel,145,47.1,2
audi,A5,2020,32995,Semi-Auto,2000,Diesel,145,48.7,2
audi,Q5,2020,36995,Semi-Auto,2000,Petrol,145,32.1,2
audi,A4,2020,26995,Manual,4000,Petrol,145,42.2,2
audi,A4,2020,32995,Semi-Auto,2000,Diesel,145,49.6,2
audi,A5,2020,32495,Semi-Auto,2000,Petrol,145,39.2,2
audi,A4,2020,26995,Manual,2000,Petrol,145,41.5,2
audi,A4,2020,29995,Manual,4000,Petrol,145,38.2,2
audi,A4,2020,32995,Semi-Auto,2000,Petrol,145,38.2,2
audi,A4,2020,31995,Semi-Auto,1000,Petrol,145,40.9,2
audi,Q5,2020,58495,Semi-Auto,4000,Diesel,145,32.5,3
audi,R8,2020,137995,Semi-Auto,70,Petrol,145,21.1,5.2
audi,Q2,2020,26995,Manual,2000,Petrol,145,43.5,1.5
audi,Q3,2020,34995,Semi-Auto,5000,Diesel,145,47.1,2
audi,A4,2020,45000,Semi-Auto,6400,Diesel,145,39.2,3
audi,Q7,2020,69995,Semi-Auto,3111,Diesel,145,30.1,4
audi,Q2,2020,25950,Manual,2330,Petrol,145,43.5,1.5
audi,Q5,2020,49865,Semi-Auto,3272,Diesel,145,34.5,3
audi,A4,2020,42840,Semi-Auto,5233,Diesel,145,39.2,3
audi,A4,2020,36400,Semi-Auto,3222,Diesel,145,44.1,2
audi,A1,2020,22490,Manual,1000,Petrol,145,47.9,1
audi,A4,2020,43395,Semi-Auto,8500,Diesel,145,40.4,3
audi,A3,2020,29000,Semi-Auto,352,Diesel,145,50.4,2
audi,A1,2020,20495,Semi-Auto,1500,Petrol,145,44.8,1.5
audi,A4,2020,26995,Semi-Auto,1500,Petrol,145,42.2,2
audi,A1,2020,21495,Semi-Auto,1500,Petrol,145,44.8,1
audi,Q5,2020,36995,Semi-Auto,50,Diesel,145,38.2,2
audi,Q8,2020,64995,Semi-Auto,2000,Diesel,145,32.8,3
audi,Q3,2020,27995,Manual,50,Diesel,145,42.2,2
audi,Q5,2020,48995,Semi-Auto,2000,Diesel,145,34.5,3
audi,A1,2020,20990,Manual,3265,Petrol,145,47.9,1
audi,A5,2020,31690,Semi-Auto,3390,Diesel,145,50.4,2
audi,Q3,2020,26890,Manual,2574,Petrol,145,40.9,1.5
audi,Q3,2020,27690,Manual,3962,Diesel,145,42.8,2
audi,Q5,2020,36890,Semi-Auto,3895,Diesel,145,38.2,2
audi,Q3,2020,27690,Manual,990,Diesel,145,42.8,2
audi,A7,2020,45890,Semi-Auto,2410,Diesel,145,38.7,3
audi,A5,2020,31690,Semi-Auto,3360,Diesel,145,50.4,2
audi,Q7,2020,56894,Semi-Auto,582,Diesel,145,33.2,3
audi,Q5,2020,34890,Automatic,4521,Diesel,145,38.2,2
audi,A8,2020,48490,Semi-Auto,1354,Diesel,145,39.2,3
audi,A5,2020,27890,Semi-Auto,3532,Diesel,145,51.4,2
audi,A5,2020,28990,Semi-Auto,2640,Petrol,145,37.7,2
audi,A5,2020,31760,Semi-Auto,3092,Diesel,145,50.4,2
audi,A5,2020,29490,Semi-Auto,1703,Diesel,145,51.4,2
audi,Q5,2020,38990,Semi-Auto,2240,Diesel,145,38.2,2
audi,A5,2020,32990,Semi-Auto,1884,Diesel,145,50.4,2
audi,A1,2020,24990,Semi-Auto,883,Petrol,145,44.1,1
audi,A4,2020,43990,Semi-Auto,4250,Diesel,145,40.4,3
audi,A3,2020,22777,Manual,1276,Diesel,145,52.3,1.6
audi,A3,2020,30777,Semi-Auto,3925,Petrol,145,44.1,1.5
audi,Q5,2020,37981,Semi-Auto,4002,Diesel,145,38.2,2
audi,A3,2020,20481,Manual,3662,Diesel,145,52.3,1.6
audi,Q2,2020,23481,Manual,1276,Petrol,145,44.8,1.5
audi,A4,2020,32481,Semi-Auto,22601,Petrol,145,39.2,2
audi,A3,2020,20481,Manual,2661,Diesel,145,54.3,1.6
audi,A5,2020,32981,Semi-Auto,2998,Diesel,145,47.1,2
audi,Q5,2020,37682,Semi-Auto,3116,Diesel,150,38.2,2
audi,A3,2020,23500,Manual,10,Petrol,145,43.5,1.5
audi,Q5,2020,39000,Semi-Auto,1000,Diesel,150,38.2,2
audi,Q5,2020,62000,Semi-Auto,5000,Diesel,150,32.5,3
audi,A5,2020,31000,Semi-Auto,2000,Diesel,150,51.4,2
audi,A7,2020,38990,Semi-Auto,1200,Diesel,150,38.2,3
audi,A4,2020,32000,Semi-Auto,3000,Petrol,150,39.2,2
audi,Q5,2020,42500,Semi-Auto,2000,Diesel,145,38.2,2
audi,A5,2020,32910,Semi-Auto,384,Diesel,150,50.4,2
audi,Q3,2020,30990,Semi-Auto,859,Diesel,150,48.7,2
audi,A5,2020,29491,Semi-Auto,34,Diesel,145,50.4,2
audi,RS4,2020,69691,Semi-Auto,2500,Petrol,145,28.8,2.9
audi,Q2,2020,40000,Semi-Auto,5900,Petrol,150,32.5,2
audi,Q5,2020,42500,Semi-Auto,4000,Diesel,145,37.2,2
audi,Q5,2020,46000,Semi-Auto,4000,Hybrid,135,117.7,2
audi,TT,2020,35000,Semi-Auto,4000,Petrol,145,40.4,2
audi,Q3,2020,41500,Semi-Auto,4000,Petrol,145,31,2
audi,Q7,2020,55500,Semi-Auto,4000,Diesel,145,33.2,3
audi,RS6,2020,97500,Semi-Auto,3220,Petrol,150,22.1,4
audi,A1,2020,24500,Semi-Auto,4000,Petrol,145,44.8,1.5
audi,A4,2020,32000,Semi-Auto,20,Petrol,145,40.9,2
audi,A4,2020,29000,Semi-Auto,20,Diesel,145,54.3,2
audi,A4,2020,32000,Semi-Auto,20,Diesel,145,51.4,2
audi,Q3,2020,29000,Manual,20,Petrol,145,40.9,1.5
audi,A4,2020,29000,Semi-Auto,20,Petrol,145,42.2,2
audi,A1,2020,21000,Manual,5000,Petrol,145,47.9,1
audi,A1,2020,22250,Semi-Auto,4500,Petrol,145,44.1,1
audi,Q2,2020,27500,Semi-Auto,4500,Petrol,145,42.2,1.5
audi,Q5,2020,35000,Semi-Auto,5000,Diesel,145,38.2,2
audi,A1,2020,20000,Manual,5000,Petrol,145,49.6,1
audi,A4,2020,30450,Semi-Auto,4500,Petrol,145,38.2,2
audi,TT,2020,29850,Semi-Auto,4500,Petrol,145,40.9,2
audi,Q5,2020,36000,Semi-Auto,6500,Petrol,145,32.1,2
audi,A5,2020,29000,Semi-Auto,5000,Diesel,145,51.4,2
audi,Q7,2020,59750,Semi-Auto,4500,Diesel,145,33.2,3
audi,Q5,2020,36500,Semi-Auto,6500,Diesel,145,38.2,2
audi,A1,2020,21000,Manual,4500,Petrol,145,47.9,1
audi,A5,2020,30850,Semi-Auto,4500,Diesel,145,47.1,2
audi,A5,2020,30850,Semi-Auto,4000,Diesel,145,47.1,2
audi,Q5,2020,51000,Semi-Auto,5000,Diesel,145,34.5,3
audi,A3,2020,24250,Manual,4500,Diesel,145,52.3,1.6
audi,Q3,2020,34000,Semi-Auto,4500,Petrol,145,31.4,2
audi,Q3,2020,34000,Semi-Auto,4500,Petrol,145,39.2,1.5
audi,A4,2020,45000,Semi-Auto,2500,Diesel,145,40.4,3
audi,A1,2020,22500,Semi-Auto,2000,Petrol,150,44.8,1
audi,Q3,2020,39000,Semi-Auto,3500,Diesel,145,46.3,2
audi,Q3,2020,40000,Semi-Auto,3500,Petrol,145,31.7,2
audi,A1,2020,24000,Semi-Auto,4500,Petrol,145,44.8,1.5
audi,Q5,2020,35500,Semi-Auto,3500,Diesel,145,38.2,2
audi,A1,2020,19290,Manual,2216,Petrol,145,47.9,1
audi,A4,2020,45990,Semi-Auto,7800,Diesel,145,39.2,3
audi,Q3,2020,33499,Semi-Auto,4000,Petrol,145,40.4,1.5
audi,Q2,2020,30000,Semi-Auto,4000,Petrol,145,42.2,1.5
audi,A3,2020,20499,Manual,3000,Diesel,145,56.5,2
audi,Q5,2020,60000,Semi-Auto,3000,Diesel,145,32.5,3
audi,Q2,2020,27990,Semi-Auto,5000,Petrol,145,42.2,1.5
audi,TT,2020,43990,Semi-Auto,5000,Petrol,145,35.3,2
audi,Q5,2020,40990,Semi-Auto,5000,Petrol,145,32.1,2
audi,A5,2020,38990,Semi-Auto,5000,Diesel,145,44.8,2
audi,Q2,2020,25490,Manual,5000,Petrol,145,43.5,1.5
audi,A1,2020,22690,Semi-Auto,5000,Petrol,145,44.8,1.5
audi,A1,2020,22690,Semi-Auto,5000,Petrol,145,44.8,1.5
audi,Q5,2020,62990,Semi-Auto,5000,Diesel,145,32.5,3
audi,Q2,2020,27990,Semi-Auto,5000,Petrol,145,42.2,1.5
audi,Q7,2020,84999,Semi-Auto,2348,Diesel,150,29.4,4
audi,A3,2020,29990,Semi-Auto,6000,Petrol,145,41.5,1.5
audi,Q5,2020,60000,Semi-Auto,3000,Diesel,145,32.5,3
audi,A4,2020,32850,Semi-Auto,3500,Petrol,145,38.2,2
audi,A4,2020,43750,Automatic,2000,Diesel,145,40.9,3
audi,Q3,2020,34750,Semi-Auto,2500,Petrol,145,31.4,2
audi,A4,2020,44000,Automatic,4500,Diesel,145,39.2,3
audi,Q5,2020,36500,Semi-Auto,5000,Diesel,145,38.2,2
audi,Q3,2020,36850,Semi-Auto,4500,Diesel,145,47.1,2
audi,Q5,2020,41000,Semi-Auto,3500,Petrol,145,32.1,2
audi,Q5,2020,49000,Automatic,3500,Diesel,145,34.5,3
audi,A1,2020,21000,Manual,4500,Petrol,145,47.9,1
audi,A1,2020,21000,Manual,4500,Petrol,145,47.9,1
audi,Q5,2020,36000,Semi-Auto,4500,Diesel,145,38.2,2
audi,A1,2020,21000,Manual,3500,Petrol,145,49.6,1
audi,A4,2020,28995,Semi-Auto,3920,Petrol,145,42.2,2
audi,A1,2020,23000,Semi-Auto,5000,Petrol,145,44.8,1.5
audi,A5,2020,35000,Semi-Auto,4500,Diesel,145,45.6,2
audi,Q2,2020,30795,Semi-Auto,1840,Petrol,145,34.5,2
audi,A1,2020,20995,Semi-Auto,2420,Petrol,145,44.8,1.5
audi,A5,2020,30995,Semi-Auto,3820,Diesel,145,45.6,2
audi,Q8,2020,86995,Semi-Auto,4174,Diesel,145,30.7,4
audi,A7,2020,42995,Semi-Auto,6150,Diesel,145,38.7,3
audi,A5,2020,27495,Semi-Auto,4951,Diesel,145,51.4,2
audi,A4,2020,30995,Semi-Auto,3000,Petrol,145,42.2,2
audi,Q3,2020,39995,Semi-Auto,3000,Petrol,145,30.7,2
audi,Q3,2020,34495,Semi-Auto,3000,Petrol,145,40.4,1.5
audi,Q2,2020,27995,Semi-Auto,3000,Petrol,145,42.2,1.5
audi,A1,2020,20495,Manual,4062,Petrol,145,47.9,1
audi,Q5,2020,39495,Semi-Auto,5000,Petrol,145,32.1,2
audi,Q5,2020,49495,Semi-Auto,4000,Hybrid,135,117.7,2
audi,Q5,2020,51495,Semi-Auto,5000,Diesel,145,34.5,3
audi,RS6,2020,102544,Semi-Auto,2000,Petrol,145,22.1,4
audi,Q5,2020,56990,Semi-Auto,6000,Diesel,145,34.5,3
audi,Q3,2020,35990,Semi-Auto,6000,Diesel,145,47.1,2
audi,Q3,2020,37990,Semi-Auto,5000,Petrol,145,39.8,1.5
audi,A1,2020,20999,Manual,6000,Petrol,150,47.9,1
audi,Q7,2020,62990,Semi-Auto,6000,Diesel,145,33.2,3
audi,A3,2020,30990,Semi-Auto,6000,Petrol,145,41.5,1.5
audi,Q2,2020,26339,Manual,6000,Petrol,145,43.5,1.5
audi,Q5,2020,37000,Semi-Auto,4000,Petrol,145,32.1,2
audi,Q3,2020,32500,Semi-Auto,3999,Petrol,145,31.4,2
audi,A6,2020,35000,Semi-Auto,3999,Diesel,145,47.1,2
audi,A1,2020,25250,Semi-Auto,3999,Petrol,145,44.1,1.5
audi,Q5,2020,60000,Semi-Auto,7499,Diesel,145,32.5,3
audi,A1,2020,22000,Semi-Auto,2999,Petrol,145,44.8,1
audi,A1,2020,21000,Manual,3999,Petrol,145,47.9,1
audi,Q7,2020,59750,Automatic,6500,Diesel,145,33.2,3
audi,Q5,2020,45000,Semi-Auto,2500,Diesel,145,37.2,2
audi,A1,2020,22250,Semi-Auto,2999,Petrol,145,44.1,1
audi,Q2,2020,23000,Manual,2999,Petrol,145,45.6,1
audi,A4,2020,32500,Semi-Auto,3999,Diesel,145,49.6,2
audi,Q5,2020,42991,Semi-Auto,2648,Diesel,145,38.2,2
audi,A4,2020,46750,Semi-Auto,2999,Diesel,145,39.2,3
audi,A1,2020,22750,Semi-Auto,2999,Petrol,145,44.8,1.5
audi,A4,2020,34990,Semi-Auto,3200,Petrol,145,42.2,2
audi,Q3,2020,31990,Manual,2100,Petrol,145,39.8,1.5
audi,A6,2020,35780,Semi-Auto,3503,Diesel,145,47.9,2
audi,Q3,2020,32990,Manual,2985,Diesel,145,42.8,2
audi,A1,2020,24990,Semi-Auto,5000,Petrol,145,44.8,1.5
audi,Q5,2020,53990,Semi-Auto,6000,Diesel,145,34.5,3
audi,Q2,2020,24653,Manual,6000,Petrol,145,43.5,1.5
audi,A5,2020,31780,Semi-Auto,5137,Diesel,145,46.3,2
audi,Q7,2020,59990,Semi-Auto,799,Diesel,145,33.2,3
audi,Q5,2020,34990,Semi-Auto,6000,Diesel,145,38.2,2
audi,Q7,2020,86990,Semi-Auto,6000,Diesel,145,29.4,4
audi,A3,2020,27991,Semi-Auto,2500,Petrol,145,43.5,1.5
audi,Q7,2020,84990,Semi-Auto,6000,Diesel,150,29.4,4
audi,A5,2020,33990,Semi-Auto,6000,Petrol,145,39.2,2
audi,Q7,2020,59990,Semi-Auto,6000,Diesel,145,33.2,3
audi,RS4,2020,71990,Semi-Auto,6000,Petrol,145,29.1,2.9
audi,Q5,2020,36990,Semi-Auto,6000,Diesel,145,38.2,2
audi,A1,2020,23845,Semi-Auto,5000,Petrol,145,44.8,1
audi,Q3,2020,38990,Semi-Auto,5000,Petrol,145,39.8,1.5
audi,A1,2020,23490,Semi-Auto,5000,Petrol,145,44.8,1.5
audi,R8,2020,145000,Semi-Auto,2000,Petrol,145,21.1,5.2
audi,Q5,2020,37990,Semi-Auto,6000,Diesel,150,38.2,2
audi,Q5,2020,52990,Semi-Auto,6000,Diesel,145,34.5,3
audi,A4,2020,47990,Semi-Auto,5000,Diesel,145,39.2,3
audi,Q3,2020,35990,Semi-Auto,5000,Petrol,145,31.4,2
audi,Q3,2020,34490,Semi-Auto,5000,Petrol,145,40.4,1.5
audi,A5,2020,31000,Manual,247,Petrol,145,37.2,2
audi,Q3,2020,36000,Semi-Auto,3000,Petrol,145,31.4,2
audi,A6,2020,42500,Semi-Auto,3000,Diesel,145,37.7,3
audi,A1,2020,25000,Semi-Auto,3000,Petrol,145,44.8,1.5
audi,RS4,2020,67000,Semi-Auto,3000,Petrol,145,29.1,2.9
audi,A4,2020,35000,Semi-Auto,3000,Petrol,145,39.2,2
audi,A3,2020,35000,Semi-Auto,3000,Petrol,145,34.9,2
audi,Q3,2020,37000,Semi-Auto,3000,Diesel,145,47.1,2
audi,Q3,2020,35500,Semi-Auto,4309,Diesel,150,45.6,2
audi,Q5,2020,38500,Semi-Auto,4000,Petrol,145,32.1,2
audi,TT,2020,53500,Semi-Auto,4000,Petrol,145,30.7,2.5
audi,A5,2020,33000,Semi-Auto,6000,Petrol,145,39.8,2
audi,Q2,2020,22669,Manual,6000,Petrol,145,45.6,1
audi,Q7,2020,59990,Semi-Auto,6000,Diesel,145,33.2,3
audi,Q2,2020,26169,Manual,6000,Petrol,145,43.5,1.5
audi,A1,2020,23000,Semi-Auto,3000,Petrol,145,44.8,1
audi,Q2,2020,24653,Manual,6000,Petrol,145,43.5,1.5
audi,A5,2020,33990,Semi-Auto,6000,Diesel,145,48.7,2
audi,Q5,2020,39990,Semi-Auto,6000,Petrol,145,32.1,2
audi,A1,2020,23845,Semi-Auto,5000,Petrol,150,44.8,1
audi,A3,2020,34990,Semi-Auto,6000,Petrol,145,34.5,2
audi,Q3,2020,43990,Semi-Auto,1487,Petrol,150,31,2
audi,Q7,2020,62990,Semi-Auto,6000,Diesel,145,33.2,3
audi,Q5,2020,38695,Semi-Auto,6000,Petrol,145,32.1,2
audi,A1,2020,26011,Semi-Auto,6000,Petrol,145,44.1,1.5
audi,Q2,2020,26089,Semi-Auto,6000,Petrol,145,42.2,1.5
audi,Q5,2020,44990,Semi-Auto,6000,Diesel,145,37.2,2
audi,Q2,2020,24825,Manual,6000,Petrol,145,43.5,1.5
audi,Q7,2020,89990,Semi-Auto,5000,Diesel,145,29.4,4
audi,Q5,2020,48990,Semi-Auto,5000,Hybrid,135,117.7,2
audi,Q2,2020,26139,Semi-Auto,6000,Petrol,145,42.2,1.5
audi,Q3,2020,30990,Semi-Auto,700,Petrol,150,39.8,1.5
audi,Q3,2020,30450,Semi-Auto,4000,Diesel,145,47.1,2
audi,A6,2020,48990,Semi-Auto,6000,Petrol,150,30.7,3
audi,Q7,2020,51995,Semi-Auto,3000,Diesel,145,33.2,3
audi,Q5,2020,49990,Semi-Auto,5000,Diesel,145,34.5,3
audi,A4,2020,28995,Semi-Auto,4000,Diesel,145,54.3,3
audi,Q3,2020,37495,Semi-Auto,2000,Petrol,145,39.8,1.5
audi,Q3,2020,27911,Manual,1912,Petrol,145,40.9,1.5
audi,A4,2020,32995,Semi-Auto,3000,Petrol,145,42.2,2
audi,A5,2020,29750,Semi-Auto,2000,Diesel,145,51.4,2
audi,Q3,2020,38330,Semi-Auto,3815,Petrol,145,30.7,2
audi,A5,2020,35220,Semi-Auto,4709,Diesel,145,48.7,2
audi,A4,2020,43890,Automatic,8115,Diesel,145,39.8,3
audi,A3,2020,21600,Manual,1222,Diesel,145,56.5,2
audi,A1,2020,18330,Manual,1322,Petrol,145,49.6,1
audi,Q3,2020,30210,Semi-Auto,1401,Diesel,145,48.7,2
audi,Q3,2020,31990,Semi-Auto,2166,Diesel,145,47.1,2
audi,Q3,2020,34210,Semi-Auto,1766,Petrol,145,31.7,2
audi,A1,2020,19610,Manual,877,Petrol,145,48.7,1
audi,R8,2020,133900,Semi-Auto,333,Petrol,145,21.4,5.2
audi,A4,2020,52000,Automatic,1000,Diesel,145,40.9,3
audi,Q7,2020,78000,Automatic,1000,Diesel,145,30.1,4
audi,A4,2020,26000,Manual,1000,Petrol,145,39.2,2
audi,A4,2020,34500,Semi-Auto,1000,Diesel,145,45.6,2
audi,A8,2020,48500,Semi-Auto,2000,Diesel,145,39.2,3
audi,Q5,2020,37000,Semi-Auto,1000,Diesel,145,38.2,2
audi,Q2,2020,24000,Manual,1000,Petrol,145,43.5,1
audi,Q2,2020,26000,Semi-Auto,1000,Diesel,145,46.3,2
audi,A4,2020,31500,Semi-Auto,1000,Diesel,145,53.3,2
audi,A4,2020,28500,Manual,1000,Petrol,145,39.2,2
audi,A4,2020,25000,Manual,1000,Petrol,145,42.2,2
audi,TT,2020,49000,Semi-Auto,4060,Petrol,145,30.7,2.5
audi,TT,2020,29000,Semi-Auto,1000,Petrol,145,40.9,2
audi,Q3,2020,28500,Semi-Auto,1000,Diesel,145,47.1,2
audi,Q5,2020,35000,Semi-Auto,5000,Diesel,145,38.2,2
audi,A5,2020,30000,Semi-Auto,1000,Diesel,145,47.1,2
audi,A5,2020,38000,Semi-Auto,1000,Diesel,145,50.4,2
audi,A5,2020,30000,Semi-Auto,1000,Diesel,145,50.4,2
audi,Q8,2020,58000,Semi-Auto,2000,Diesel,145,33.6,3
audi,Q7,2020,52000,Semi-Auto,1000,Diesel,145,33.2,3
audi,Q3,2020,38000,Semi-Auto,2000,Petrol,145,30.7,2
audi,A5,2020,31000,Semi-Auto,1000,Diesel,145,47.1,2
audi,A4,2020,44000,Semi-Auto,1000,Diesel,145,39.8,3
audi,A3,2020,26500,Manual,100,Diesel,145,52.3,1.6
audi,A4,2020,25500,Manual,1000,Petrol,145,42.2,2
audi,A4,2020,25500,Manual,1000,Petrol,145,42.2,2
audi,A5,2020,26500,Semi-Auto,5000,Diesel,145,47.1,2
audi,Q3,2020,30000,Manual,1000,Petrol,145,40.9,1.5
audi,Q5,2020,37000,Semi-Auto,2000,Diesel,145,38.2,2
audi,A5,2020,27450,Semi-Auto,78,Diesel,145,47.1,2
audi,A5,2020,29950,Semi-Auto,480,Petrol,145,39.8,2
audi,A1,2020,21450,Manual,1000,Petrol,145,44.1,1
audi,A4,2020,42500,Semi-Auto,826,Diesel,145,40.4,3
audi,Q3,2020,29980,Manual,6840,Petrol,145,39.8,1.5
audi,Q3,2020,35995,Automatic,3911,Diesel,145,45.6,2
audi,Q3,2020,34450,Semi-Auto,4500,Diesel,145,47.1,2
audi,Q2,2020,27450,Semi-Auto,2500,Petrol,145,42.2,1.5
audi,A4,2020,30995,Semi-Auto,1600,Petrol,145,40.9,2
audi,A6,2020,43990,Semi-Auto,2500,Diesel,145,37.7,3
audi,Q8,2020,62900,Semi-Auto,768,Diesel,145,32.8,3
